code,uri,label,definition,name_en,name_fr,name_es,name_ar,name_cn,name_ru,isscaap_group_code,taxon_scientific_name,taxon_code,taxon_author,taxon_family,taxon_order
ECJ,,Sutton's flyingfish,Cheilopogon suttoni,Sutton's flyingfish,Exocet de Sutton,,,,,37,Cheilopogon suttoni,156805101012,(Whitley & Colefax 1938),EXOCOETIDAE,BELONIFORMES
FPM,,Narrowhead flyingfish,Cypselurus angusticeps,Narrowhead flyingfish,Exocet bécune,Volador picudo,,,,37,Cypselurus angusticeps,156805101401,Nichols & Breder 1935,EXOCOETIDAE,BELONIFORMES
ECL,,Largescale flyingfish,Cypselurus oligolepis,Largescale flyingfish,Exocet à grandes écailles,Volador escamudo,,,,37,Cypselurus oligolepis,156805101402,(Bleeker 1866),EXOCOETIDAE,BELONIFORMES
FQD,,Black-finned flyingfish,Cypselurus opisthopus,Black-finned flyingfish,,,,,,37,Cypselurus opisthopus,156805101403,(Bleeker 1865),EXOCOETIDAE,BELONIFORMES
ECP,,Yellowing flyingfish,Cypselurus poecilopterus,Yellowing flyingfish,Exocet aile jaune,,,,,37,Cypselurus poecilopterus,156805101404,(Valenciennes 1847),EXOCOETIDAE,BELONIFORMES
XCS,,Short-nosed flyingfish,Cypselurus simus,Short-nosed flyingfish,,,,,,37,Cypselurus simus,156805101405,(Valenciennes 1847),EXOCOETIDAE,BELONIFORMES
YPX,,,Cypselurus spp,,,,,,,37,Cypselurus spp,1568051014XX,,EXOCOETIDAE,BELONIFORMES
EZB,,Oceanic two-wing flyingfish,Exocoetus obtusirostris,Oceanic two-wing flyingfish,,,,,,37,Exocoetus obtusirostris,156805102201,Günther 1866,EXOCOETIDAE,BELONIFORMES
EXV,,Tropical two-wing flyingfish,Exocoetus volitans,Tropical two-wing flyingfish,,,,,,37,Exocoetus volitans,156805102202,Linnaeus 1758,EXOCOETIDAE,BELONIFORMES
FOA,,Sharpchin flyingfish,Fodiator acutus,Sharpchin flyingfish,,,,,,37,Fodiator acutus,156805102601,(Valenciennes 1847),EXOCOETIDAE,BELONIFORMES
FFV,,Fourwing flyingfish,Hirundichthys affinis,Fourwing flyingfish,Exocet hirondelle,Volador golondrina,,,,37,Hirundichthys affinis,156805103001,(Günther 1866),EXOCOETIDAE,BELONIFORMES
FFZ,,Bony flyingfish,Hirundichthys oxycephalus,Bony flyingfish,Exocet casque,Volador casquete,,,,37,Hirundichthys oxycephalus,156805103002,(Bleeker 1853),EXOCOETIDAE,BELONIFORMES
HDR,,Black wing flyingfish,Hirundichthys rondeletii,Black wing flyingfish,Exocet aile noire,,,,,37,Hirundichthys rondeletii,156805103003,(Valenciennes 1847),EXOCOETIDAE,BELONIFORMES
PXB,,Sailfin flyingfish,Parexocoetus brachypterus,Sailfin flyingfish,Exocet voilier,,,,,37,Parexocoetus brachypterus,156805103401,(Richardson 1846),EXOCOETIDAE,BELONIFORMES
KSW,,African sailfin flyingfish,Parexocoetus mento,African sailfin flyingfish,Exocet voilier africain,Volador aletón africano,,,,37,Parexocoetus mento,156805103402,(Valenciennes 1847),EXOCOETIDAE,BELONIFORMES
PBN,,Shortfin flyingfish,Prognichthys brevipinnis,Shortfin flyingfish,Exocet aile courte,,,,,37,Prognichthys brevipinnis,156805103801,(Valenciennes 1847),EXOCOETIDAE,BELONIFORMES
QBA,,Bluntnose flyingfish,Prognichthys gibbifrons,Bluntnose flyingfish,Exocet jibeux,Volador jorobado,,,,37,Prognichthys gibbifrons,156805103802,(Valenciennes 1846),EXOCOETIDAE,BELONIFORMES
FLY,,Flyingfishes NEI,Exocoetidae,Flyingfishes NEI,Exocets NCA,Voladores NEP,,,,37,Exocoetidae,1568051XXXXX,,EXOCOETIDAE,BELONIFORMES
MRW,,Sharptail mola,Masturus lanceolatus,Sharptail mola,Poisson-lune lancéolé,,,,,37,Masturus lanceolatus,190004101001,(Liénard 1840),MOLIDAE,TETRAODONTIFORMES
MOX,,Ocean sunfish,Mola mola,Ocean sunfish,Poisson lune,Pez luna,,,,37,Mola mola,190004101401,(Linnaeus 1758),MOLIDAE,TETRAODONTIFORMES
MOP,,Sunfish,Mola spp,Sunfish,,,,,,37,Mola spp,1900041014XX,,MOLIDAE,TETRAODONTIFORMES
RZV,,Slender sunfish,Ranzania laevis,Slender sunfish,Ranzania,Ranzania,,,,37,Ranzania laevis,190004102201,(Pennant 1776),MOLIDAE,TETRAODONTIFORMES
JHX,,Ocean sunfishes NEI,Molidae,Ocean sunfishes NEI,"Moles, poissons-lunes NCA",Molas NEP,,,,37,Molidae,1900041XXXXX,,MOLIDAE,TETRAODONTIFORMES
PPX,,Pelagic percomorphs NEI,Perciformes (Others),Pelagic percomorphs NEI,Percomorphes pélagiques NCA,Percomorfos pelágicos NEP,,,Пелагические окунеобразные,37,Perciformes (Others),1990XXXXXXXX102,,,PISCES MISCELLANEA
HXT,,Sharpnose sevengill shark,Heptranchias perlo,Sharpnose sevengill shark,Requin perlon,Cañabota bocadulce,قرش مُرصَّع,尖吻七鳃鲨,,38,Heptranchias perlo,103102001001,(Bonnaterre 1788),HEXANCHIDAE,HEXANCHIFORMES
SBL,,Bluntnose sixgill shark,Hexanchus griseus,Bluntnose sixgill shark,Requin griset,Cañabota gris,,,,38,Hexanchus griseus,103102001401,(Bonnaterre 1788),HEXANCHIDAE,HEXANCHIFORMES
HXN,,Bigeyed sixgill shark,Hexanchus nakamurai,Bigeyed sixgill shark,Requin-vache,,,,,38,Hexanchus nakamurai,103102001402,Teng 1962,HEXANCHIDAE,HEXANCHIFORMES
NTC,,Broadnose sevengill shark,Notorynchus cepedianus,Broadnose sevengill shark,Platnez,Cañabota gata,,,,38,Notorynchus cepedianus,103102001801,(Péron 1807),HEXANCHIDAE,HEXANCHIFORMES
HWR,,African frilled shark,Chlamydoselachus africana,African frilled shark,,,,,,38,Chlamydoselachus africana,103103001001,Ebert & Compagno 2009,CHLAMYDOSELACHIDAE,HEXANCHIFORMES
HXC,,Frilled shark,Chlamydoselachus anguineus,Frilled shark,Requin lézard,Tiburón anguila,قِرش جِِلد العِظايَة,裙边皮鳃鲨,,38,Chlamydoselachus anguineus,103103001002,Garman 1884,CHLAMYDOSELACHIDAE,HEXANCHIFORMES
HXW,,Frilled and cow sharks,Hexanchiformes,Frilled and cow sharks,,,,,,38,Hexanchiformes,1031XXXXXXXX,,,HEXANCHIFORMES
HEF,,Horn shark,Heterodontus francisci,Horn shark,Requin dormeur cornu,Dormilón cornudo,قرش نوّام مُقَرَّن,佛氏虎鲨,калифорнийская бычья акула,38,Heterodontus francisci,104001001001,(Girard 1855),HETERODONTIDAE,HETERODONTIFORMES
HEG,,Crested bullhead shark,Heterodontus galeatus,Crested bullhead shark,Requin dormeur à crête,Dormilón carenado,قِرش نوّام ذو عُرف,眶嵴虎鲨,шлемовидная бычья акула,38,Heterodontus galeatus,104001001002,(Günther 1870),HETERODONTIDAE,HETERODONTIFORMES
HEJ,,Japanese bullhead shark,Heterodontus japonicus,Japanese bullhead shark,Requin dormeur nekozame,Dormilón japonés,قرْش نوّام ياباني,宽纹虎鲨,Японская бычья акула,38,Heterodontus japonicus,104001001003,Miklouho-Maclay & Macleay 1884,HETERODONTIDAE,HETERODONTIFORMES
HEM,,Mexican hornshark,Heterodontus mexicanus,Mexican hornshark,Requin dormeur buffle,Dormilón búfalo,قرش نوّام مكسيكي,墨西哥虎鲨,мексиканская бычья акула,38,Heterodontus mexicanus,104001001004,Taylor & Castro-Aguirre 1972,HETERODONTIDAE,HETERODONTIFORMES
HEK,,Port Jackson shark,Heterodontus portusjacksoni,Port Jackson shark,Requin dormeur taureau,Dormilón toro,قؤش نوّام ثَوْر,澳大利亚虎鲨,Австралийская бычья акула,38,Heterodontus portusjacksoni,104001001005,(Meyer 1793),HETERODONTIDAE,HETERODONTIFORMES
HEQ,,Galapagos bullhead shark,Heterodontus quoyi,Galapagos bullhead shark,Requin dormeur bouledogue,Dormilón de Galápagos,قِرش نوّام بُلدغ,加拉帕哥斯虎鲨,перуанская бычья акула,38,Heterodontus quoyi,104001001006,(Fréminville 1840),HETERODONTIDAE,HETERODONTIFORMES
HEA,,Whitespotted bullhead shark,Heterodontus ramalheira,Whitespotted bullhead shark,Requin dormeur chabot,Dormilón boquigrande,قؤش نوّام قَُدّ,白点虎鲨,мозамбикская бычья акула,38,Heterodontus ramalheira,104001001007,(Smith 1949),HETERODONTIDAE,HETERODONTIFORMES
HEZ,,Zebra bullhead shark,Heterodontus zebra,Zebra bullhead shark,Requin dormeur zébré,Dormilón acebrado,قرش نوّام زَرَدِيّ,狭纹虎鲨,китайская бычья акула,38,Heterodontus zebra,104001001008,(Gray 1831),HETERODONTIDAE,HETERODONTIFORMES
HDQ,,Bullhead sharks,Heterodontiformes,Bullhead sharks,,,,,разнозубообразные,38,Heterodontiformes,1040XXXXXXXX,,,HETERODONTIFORMES
RHN,,Whale shark,Rhincodon typus,Whale shark,Requin baleine,Tiburón ballena,,,,38,Rhincodon typus,105101001001,Smith 1828,RHINCODONTIDAE,ORECTOLOBIFORMES
OPC,,Barbelthroat carpetshark,Cirrhoscyllium expolitum,Barbelthroat carpetshark,Requin carpette à moustache,Alfombrera barbuda,قِرش بِساط ذو شارب,橙黄鲨,,38,Cirrhoscyllium expolitum,105102001001,Smith & Radcliffe 1913,PARASCYLLIIDAE,ORECTOLOBIFORMES
OPF,,Taiwan saddled carpetshark,Cirrhoscyllium formosanum,Taiwan saddled carpetshark,Requin carpette chin,Alfombrera de Taiwan,قِرش بِساط أَسرج طايوان,台湾橙黄鲨,,38,Cirrhoscyllium formosanum,105102001002,Teng 1959,PARASCYLLIIDAE,ORECTOLOBIFORMES
OPJ,,Saddle carpetshark,Cirrhoscyllium japonicum,Saddle carpetshark,Requin carpette chat,Alfombrera japonesa,قِرش بِساط سَرْج,日本橙黄鲨,,38,Cirrhoscyllium japonicum,105102001003,Kamohara 1943,PARASCYLLIIDAE,ORECTOLOBIFORMES
OPY,,Collared carpetshark,Parascyllium collare,Collared carpetshark,Requin carpette à collarette,Alfombrera collareja,قِرش بِساط ذو مِزمار,南澳斑鳍鲨,,38,Parascyllium collare,105102001401,Ramsay & Ogilby 1888,PARASCYLLIIDAE,ORECTOLOBIFORMES
OPE,,Rusty carpetshark,Parascyllium ferrugineum,Rusty carpetshark,Requin carpette roux,Alfombrera mohosa,قِرش بِساط أشقَر,澳洲斑鳍鲨,,38,Parascyllium ferrugineum,105102001402,McCulloch 1911,PARASCYLLIIDAE,ORECTOLOBIFORMES
OPV,,Necklace carpetshark,Parascyllium variolatum,Necklace carpetshark,Requin carpette à collier,Alfombrera colarina,قِرش بِساط ذو طَوْق,斑鳍鲨,,38,Parascyllium variolatum,105102001403,(Duméril 1853),PARASCYLLIIDAE,ORECTOLOBIFORMES
OBH,,Bluegray carpetshark,Brachaelurus colcloughi,Bluegray carpetshark,Requin aveugle gris-bleu,Tiburón ciego gris,قِرش أعمى رمادي- أزرق,科氏异须鲨,,38,Brachaelurus colcloughi,105103001001,Ogilby 1908,BRACHAELURIDAE,ORECTOLOBIFORMES
OBW,,Blind shark,Brachaelurus waddi,Blind shark,Requin aveugle des roches,Tiburón ciego de roca,قِرش الصّخُور أعمى,瓦氏长须鲨,,38,Brachaelurus waddi,105103001002,(Bloch & Schneider 1801),BRACHAELURIDAE,ORECTOLOBIFORMES
ORE,,Tasselled wobbegong,Eucrossorhinus dasypogon,Tasselled wobbegong,Requin-tapis barbu,Tapicero barbudo,قِرش-بِساط بِلِحيَة,叶须鲨,,38,Eucrossorhinus dasypogon,105104001001,(Bleeker 1867),ORECTOLOBIDAE,ORECTOLOBIFORMES
ORJ,,Japanese wobbegong,Orectolobus japonicus,Japanese wobbegong,Requin-tapis moustache,Tapicero japonés,قِرش-بِساط ياباني,日本须鲨,,38,Orectolobus japonicus,105104001401,Regan 1906,ORECTOLOBIDAE,ORECTOLOBIFORMES
ORT,,Spotted wobbegong,Orectolobus maculatus,Spotted wobbegong,Requin-tapis tacheté,Tapicero manchado,قِرش-بِساط مُرقَّط,斑纹须鲨,,38,Orectolobus maculatus,105104001402,(Bonnaterre 1788),ORECTOLOBIDAE,ORECTOLOBIFORMES
ORO,,Ornate wobbegong,Orectolobus ornatus,Ornate wobbegong,Requin-tapis paste,Tapicero ornamentado,قِرش بِساط مُزَيَّن,装饰须鲨,,38,Orectolobus ornatus,105104001403,(De Vis 1883),ORECTOLOBIDAE,ORECTOLOBIFORMES
ORV,,Northern wobbegong,Orectolobus wardi,Northern wobbegong,Requin-tapis savetier,Tapicero zapatilla,قِرش-بِساط شمالي,北澳须鲨,,38,Orectolobus wardi,105104001404,Whitley 1939,ORECTOLOBIDAE,ORECTOLOBIFORMES
ORS,,Cobbler wobbegong,Sutorectus tentaculatus,Cobbler wobbegong,Requin-tapis cordonnier,Tapicero zapatudo,قِرش-بِساط إسكافي,疣背须鲨,,38,Sutorectus tentaculatus,105104001801,(Peters 1864),ORECTOLOBIDAE,ORECTOLOBIFORMES
ORA,,Arabian carpetshark,Chiloscyllium arabicum,Arabian carpetshark,Requin-chabot camot,Bamboa arábiga,قِرش-قُدّ عربي,阿拉伯斑竹鲨,,38,Chiloscyllium arabicum,105105001001,Gubanov 1980,HEMISCYLLIIDAE,ORECTOLOBIFORMES
KYL,,Burmese bambooshark,Chiloscyllium burmense,Burmese bambooshark,Requin-chabot birman,Bamboa birmana,,,,38,Chiloscyllium burmense,105105001002,Dingerkus & DeFino 1983,HEMISCYLLIIDAE,ORECTOLOBIFORMES
ORP,,Bluespotted bambooshark,Chiloscyllium caeruleopunctatum,Bluespotted bambooshark,Requin-chabot à taches bleues,Bamboa estrellada,قِرش-قُدّ ذو بُقع زرقاء,篮点斑竹鲨,,38,Chiloscyllium caeruleopunctatum,105105001003,Pellegrin 1914,HEMISCYLLIIDAE,ORECTOLOBIFORMES
ORR,,Grey bambooshark,Chiloscyllium griseum,Grey bambooshark,Requin-chabot gris,Bamboa gris,قِرش-قُدذ رمادي,灰斑竹鲨,,38,Chiloscyllium griseum,105105001004,Müller & Henle 1838,HEMISCYLLIIDAE,ORECTOLOBIFORMES
YYL,,Hasselt's bambooshark,Chiloscyllium hasseltii,Hasselt's bambooshark,Requin-chabot de Hasselt,Bamboa de Hasselt,,,,38,Chiloscyllium hasseltii,105105001005,Bleeker 1852,HEMISCYLLIIDAE,ORECTOLOBIFORMES
ORI,,Slender bambooshark,Chiloscyllium indicum,Slender bambooshark,Requin-chabot élégant,Bamboa elegante,قرش-قدّ أنيق,印度斑竹鲨,,38,Chiloscyllium indicum,105105001006,(Gmelin 1789),HEMISCYLLIIDAE,ORECTOLOBIFORMES
ORH,,Whitespotted bambooshark,Chiloscyllium plagiosum,Whitespotted bambooshark,Requin-chabot taches blanches,Bamboa punteada,قرش-قدّ بُقَع بيضاء,条纹斑竹鲨,,38,Chiloscyllium plagiosum,105105001007,(Anonymous [Bennett] 1830),HEMISCYLLIIDAE,ORECTOLOBIFORMES
ORB,,Brownbanded bambooshark,Chiloscyllium punctatum,Brownbanded bambooshark,Requin-chabot bambou,Bamboa estriada,قِرش-قُدّ خيزُران,点纹斑竹鲨,,38,Chiloscyllium punctatum,105105001008,Müller & Henle 1838,HEMISCYLLIIDAE,ORECTOLOBIFORMES
OQX,,Bamboosharks NEI,Chiloscyllium spp,Bamboosharks NEI,,,,,,38,Chiloscyllium spp,1051050010XX,,HEMISCYLLIIDAE,ORECTOLOBIFORMES
ORF,,Indonesia speckled carpetshark,Hemiscyllium freycineti,Indonesia speckled carpetshark,Requin-chabot grivelé,Bamboa jaspeada,قِرش-قُدّ أَرْقَط,印度尼西亚长尾须鲨,,38,Hemiscyllium freycineti,105105001401,(Quoy & Gaimard 1824),HEMISCYLLIIDAE,ORECTOLOBIFORMES
ORK,,Papuan epaulette shark,Hemiscyllium hallstromi,Papuan epaulette shark,Requin-chabot épaulette,Bamboa hombrera,قرش قُدّ كتفية,巴布亚长尾须鲨,,38,Hemiscyllium hallstromi,105105001402,Whitley 1967,HEMISCYLLIIDAE,ORECTOLOBIFORMES
ORN,,Epaulette shark,Hemiscyllium ocellatum,Epaulette shark,Requin-chabot ocellé,Bamboa ocellada,قِرش-قُدذ عَيْنِي,斑点长尾须鲨,,38,Hemiscyllium ocellatum,105105001403,(Bonnaterre 1788),HEMISCYLLIIDAE,ORECTOLOBIFORMES
ORQ,,Hooded carpetshark,Hemiscyllium strahani,Hooded carpetshark,Requin-chabot moine,Bamboa capuchona,قرش-قدّ ناسك,斯事长尾须鲨,,38,Hemiscyllium strahani,105105001404,Whitley 1967,HEMISCYLLIIDAE,ORECTOLOBIFORMES
ORW,,Speckled carpetshark,Hemiscyllium trispeculare,Speckled carpetshark,Requin-chabot marquéterie,Bamboa moteada,قرش-قُدّ تغشِية,项斑长尾须鲨,,38,Hemiscyllium trispeculare,105105001405,Richardson 1843,HEMISCYLLIIDAE,ORECTOLOBIFORMES
OSF,,Zebra shark,Stegostoma tigrinum,Zebra shark,Requin zèbre,Tiburón acebrado,قِرش عَنَّابي,豹纹鲨,,38,Stegostoma tigrinum,105106001001,(Forster 1781),STEGOSTOMATIDAE,ORECTOLOBIFORMES
GNC,,Nurse shark,Ginglymostoma cirratum,Nurse shark,Requin-nourrice,Gata nodriza,,,,38,Ginglymostoma cirratum,105107001001,(Bonnaterre 1788),GINGLYMOSTOMATIDAE,ORECTOLOBIFORMES
GNG,,Nurse sharks NEI,Ginglymostoma spp,Nurse sharks NEI,Requins-nourrices NCA,Gatas nodrizas NEP,,,,38,Ginglymostoma spp,1051070010XX,,GINGLYMOSTOMATIDAE,ORECTOLOBIFORMES
ORZ,,Tawny nurse shark,Nebrius ferrugineus,Tawny nurse shark,Requin nourrice fauve,Gata nodriza atezada,قِرش رضيع أشقر,光鳞鲨,,38,Nebrius ferrugineus,105107001401,(Lesson 1831),GINGLYMOSTOMATIDAE,ORECTOLOBIFORMES
ORX,,Short-tail nurse shark,Pseudoginglymostoma brevicaudatum,Short-tail nurse shark,Requin nourrice à queue courte,Gata nodriza rabicorta,قِرش رضيع ذو ذيل قصير,短尾铰口鲨,,38,Pseudoginglymostoma brevicaudatum,105107001801,(Günther 1867),GINGLYMOSTOMATIDAE,ORECTOLOBIFORMES
OCX,,Carpet sharks,Orectolobiformes,Carpet sharks,,,,,,38,Orectolobiformes,1051XXXXXXXX,,,ORECTOLOBIFORMES
LMO,,Goblin shark,Mitsukurina owstoni,Goblin shark,Requin lutin,Tiburón duende,,,,38,Mitsukurina owstoni,106001001001,Jordan 1898,MITSUKURINIDAE,LAMNIFORMES
CCT,,Sand tiger shark,Carcharias taurus,Sand tiger shark,Requin taureau,Toro bacota,قِرش ثَور,锥齿鲨,,38,Carcharias taurus,106002001001,Rafinesque 1810,CARCHARIIDAE,LAMNIFORMES
LOU,,Indian sand tiger,Carcharias tricuspidatus,Indian sand tiger,,,,,,38,Carcharias tricuspidatus,106002001002,Day 1878,CARCHARIIDAE,LAMNIFORMES
LOO,,Smalltooth sand tiger,Odontaspis ferox,Smalltooth sand tiger,Requin féroce,Solrayo,قرش ثور صغير الأسنان,凶猛锥刺鲨,,38,Odontaspis ferox,106003001001,(Risso 1810),ODONTASPIDIDAE,LAMNIFORMES
ODH,,Bigeye sand tiger shark,Odontaspis noronhai,Bigeye sand tiger shark,Requin noronhai,Solrayo ojigrande,قِرش ثَور كبير العينين,大眼锥齿鲨,,38,Odontaspis noronhai,106003001002,(Maul 1955),ODONTASPIDIDAE,LAMNIFORMES
PSK,,Crocodile shark,Pseudocarcharias kamoharai,Crocodile shark,Requin crocodile,Tiburón cocodrilo,قِرش تِمساح,蒲原拟锥齿鲨,,38,Pseudocarcharias kamoharai,106004001001,(Matsubara 1936),PSEUDOCARCHARIIDAE,LAMNIFORMES
LMP,,Megamouth shark,Megachasma pelagios,Megamouth shark,Requin grande guele,Tiburón bocudo,قِرش كبير الفم,大口鲨,,38,Megachasma pelagios,106005001001,"Taylor, Compagno & Struhsaker 1983",MEGACHASMIDAE,LAMNIFORMES
PTH,,Pelagic thresher,Alopias pelagicus,Pelagic thresher,Renard pélagique,Zorro pelágico,,,,38,Alopias pelagicus,106006001001,Nakamura 1935,ALOPIIDAE,LAMNIFORMES
BTH,,Bigeye thresher,Alopias superciliosus,Bigeye thresher,Renard à gros yeux,Zorro ojón,,,,38,Alopias superciliosus,106006001003,(Lowe 1841),ALOPIIDAE,LAMNIFORMES
ALV,,Thresher,Alopias vulpinus,Thresher,Renard,Zorro,القرش الثّعلب,狐形长尾鲨,Лисица морская обыкновенная,38,Alopias vulpinus,106006001004,(Bonnaterre 1788),ALOPIIDAE,LAMNIFORMES
THR,,Thresher sharks NEI,Alopias spp,Thresher sharks NEI,Renards de mer NCA,Zorros NEP,,,,38,Alopias spp,1060060010XX,,ALOPIIDAE,LAMNIFORMES
BSK,,Basking shark,Cetorhinus maximus,Basking shark,Pèlerin,Peregrino,,,Акула гигантская,38,Cetorhinus maximus,106007001001,(Gunnerus 1765),CETORHINIDAE,LAMNIFORMES
WSH,,Great white shark,Carcharodon carcharias,Great white shark,Grand requin blanc,Jaquetón blanco,,,,38,Carcharodon carcharias,106008001001,(Linnaeus 1758),LAMNIDAE,LAMNIFORMES
SMA,,Shortfin mako,Isurus oxyrinchus,Shortfin mako,Taupe bleue,Marrajo dientuso,,,Акула-мако,38,Isurus oxyrinchus,106008001401,Rafinesque 1810,LAMNIDAE,LAMNIFORMES
LMA,,Longfin mako,Isurus paucus,Longfin mako,Petite taupe,Marrajo carite,,,,38,Isurus paucus,106008001402,Guitart Manday 1966,LAMNIDAE,LAMNIFORMES
MAK,,Mako sharks,Isurus spp,Mako sharks,Taupes,Marrajos,السّنفقيات القرشيات,鲭鲨属未定种,,38,Isurus spp,1060080014XX,,LAMNIDAE,LAMNIFORMES
LMD,,Salmon shark,Lamna ditropis,Salmon shark,Requin-taupe saumon,Marrajo salmón,,,,38,Lamna ditropis,106008001801,Hubbs & Follett 1947,LAMNIDAE,LAMNIFORMES
POR,,Porbeagle,Lamna nasus,Porbeagle,Requin-taupe commun,Marrajo sardinero,قصف ، لياء، بًنبًك,鼠鲨,Акула сельдевая (=акула атлантическая),38,Lamna nasus,106008001802,(Bonnaterre 1788),LAMNIDAE,LAMNIFORMES
MSK,,"Mackerel sharks,porbeagles NEI",Lamnidae,"Mackerel sharks,porbeagles NEI",Requins taupe NCA,"Jaquetones,marrajos NEP",,,,38,Lamnidae,1060080XXXXX,,LAMNIDAE,LAMNIFORMES
LMZ,,Mackerel sharks,Lamniformes,Mackerel sharks,,,,,,38,Lamniformes,1060XXXXXXXX,,,LAMNIFORMES
CPF,,Reticulated swellshark,Cephaloscyllium fasciatum,Reticulated swellshark,Holbiche bouffie,Pejegato mallero,قِرش مُنتفِخ وَرِم,网纹绒毛鲨,,38,Cephaloscyllium fasciatum,108001101001,Chan 1966,SCYLIORHINIDAE,CARCHARHINIFORMES
CPS,,Draughtsboard shark,Cephaloscyllium isabella,Draughtsboard shark,Holbiche damier,Pejegato ajedrezado,قِرش ضامة,阴影绒毛鲨,,38,Cephaloscyllium isabella,108001101002,(Bonnaterre 1788),SCYLIORHINIDAE,CARCHARHINIFORMES
CPT,,Australian swellshark,Cephaloscyllium laticeps,Australian swellshark,Holbiche gressouillette,Pejegato australiano,قِرش مُنتفِخ أُسترالي,澳洲绒毛鲨,,38,Cephaloscyllium laticeps,108001101003,(Duméril 1853),SCYLIORHINIDAE,CARCHARHINIFORMES
CPA,,Indian swellshark,Cephaloscyllium silasi,Indian swellshark,Holbiche indienne,Pejegato de Silas,قِرش مُنتفِخ هندي,印度绒毛鲨,,38,Cephaloscyllium silasi,108001101004,(Talwar 1974),SCYLIORHINIDAE,CARCHARHINIFORMES
CPH,,Balloon shark,Cephaloscyllium sufflans,Balloon shark,Holbiche soufflue,Pejegato balón,قِرش كُرة,南非绒毛鲨,,38,Cephaloscyllium sufflans,108001101005,(Regan 1921),SCYLIORHINIDAE,CARCHARHINIFORMES
CPB,,Blotchy swell shark,Cephaloscyllium umbratile,Blotchy swell shark,,,,,,38,Cephaloscyllium umbratile,108001101006,Jordan & Fowler 1903,SCYLIORHINIDAE,CARCHARHINIFORMES
CPV,,Swellshark,Cephaloscyllium ventriosum,Swellshark,Holbiche ventrue,Pejegato hinchado,قِرش مُنتَفِخ,东太平洋绒毛鲨,,38,Cephaloscyllium ventriosum,108001101007,(Garman 1880),SCYLIORHINIDAE,CARCHARHINIFORMES
POU,,Striped catshark,Poroderma africanum,Striped catshark,Roussette rubanée,Alitán listado,غرَّاء مُوَشَّحة,带纹长须猫鲨,,38,Poroderma africanum,108001101401,(Gmelin 1789),SCYLIORHINIDAE,CARCHARHINIFORMES
POH,,Leopard catshark,Poroderma pantherinum,Leopard catshark,Roussette panthère,Alitán leopardo,غرَّاء فَهْد,豹纹长须猫鲨,,38,Poroderma pantherinum,108001101402,(Müller & Henle 1838),SCYLIORHINIDAE,CARCHARHINIFORMES
SYA,,Boa catshark,Scyliorhinus boa,Boa catshark,Roussette boa,Alitán boa,,,,38,Scyliorhinus boa,108001102201,Goode & Bean 1896,SCYLIORHINIDAE,CARCHARHINIFORMES
SYC,,Small-spotted catshark,Scyliorhinus canicula,Small-spotted catshark,Petite roussette,Pintarroja,غرَّاء مُبَقَّعة صغيرة,小点猫鲨,,38,Scyliorhinus canicula,108001102202,(Linnaeus 1758),SCYLIORHINIDAE,CARCHARHINIFORMES
