"code","uri","label","definition","label_en","label_es","label_fr","label_ru","label_cn","official_name_ar","official_name_en","official_name_es","official_name_fr","official_name_ru","official_name_cn","official_name_ar.1","char12_code","un_code"
NA,NA,"Canton and Enderbury Is",NA,"Canton and Enderbury Is","Islas Canton y Enderbury","Îles Canton et Enderbury","<U+043E><U+0441><U+0442><U+0440><U+043E><U+0432><U+0430> <U+041A><U+0430><U+043D><U+0442><U+043E><U+043D> <U+0438> <U+042D><U+043D><U+0434><U+0435><U+0440><U+0431><U+0435><U+0440><U+0438>","<U+574E><U+987F><U+548C><U+6069><U+5FB7><U+8D1D><U+91CC><U+7FA4><U+5C9B>","<U+062C><U+0632><U+0631> <U+0643><U+0627><U+0646><U+062A><U+0648><U+0646> <U+0648><U+0625><U+0646><U+062F><U+064A><U+0631><U+0628><U+064A><U+0631><U+064A>","the Canton and Enderbury Islands","las Islas Canton y Enderbury","les Îles Canton et Enderbury","<U+043E><U+0441><U+0442><U+0440><U+043E><U+0432><U+0430> <U+041A><U+0430><U+043D><U+0442><U+043E><U+043D> <U+0438> <U+042D><U+043D><U+0434><U+0435><U+0440><U+0431><U+0435><U+0440><U+0438>","<U+574E><U+987F><U+548C><U+6069><U+5FB7><U+8D1D><U+91CC><U+7FA4><U+5C9B>","<U+062C><U+0632><U+0631> <U+0643><U+0627><U+0646><U+062A><U+0648><U+0646> <U+0648><U+0625><U+0646><U+062F><U+064A><U+0631><U+0628><U+064A><U+0631><U+064A>","Canton Is","128"
"CPV",NA,"Cabo Verde",NA,"Cabo Verde","Cabo Verde","Cabo Verde","<U+041A><U+0430><U+0431><U+043E>-<U+0412><U+0435><U+0440><U+0434><U+0435>","<U+4F5B><U+5F97><U+89D2>","<U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0651><U+0629> <U+0643><U+0627><U+0628><U+0648> <U+0641><U+064A><U+0631><U+062F><U+064A>","the Republic of Cabo Verde","la República de Cabo Verde","la République de Cabo Verde","<U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430> <U+041A><U+0430><U+0431><U+043E>-<U+0412><U+0435><U+0440><U+0434><U+0435>","<U+4F5B><U+5F97><U+89D2><U+5171><U+548C><U+56FD>","<U+0643><U+0627><U+0628><U+0648> <U+0641><U+064A><U+0631><U+062F><U+064A>","Cabo Verde","132"
"CYM",NA,"Cayman Islands",NA,"Cayman Islands","Islas Caimán","Îles Caïmanes","<U+041A><U+0430><U+0439><U+043C><U+0430><U+043D><U+043E><U+0432><U+044B> <U+043E><U+0441><U+0442><U+0440><U+043E><U+0432><U+0430>","<U+5F00><U+66FC><U+7FA4><U+5C9B>","<U+062C><U+0632><U+0631> <U+0643><U+0627><U+064A><U+0645><U+0627><U+0646>","the Cayman Islands","las Islas Caimán","les Îles Caïmanes","<U+041A><U+0430><U+0439><U+043C><U+0430><U+043D><U+043E><U+0432><U+044B> <U+041E><U+0441><U+0442><U+0440><U+043E><U+0432><U+0430>","<U+5F00><U+66FC><U+7FA4><U+5C9B>","<U+062C><U+0632><U+0631> <U+0643><U+0627><U+064A><U+0645><U+0627><U+0646>","Cayman Is","136"
"CAF",NA,"Central African Republic",NA,"Central African Republic","República Centroafricana","Rép. centrafricaine","<U+0426><U+0435><U+043D><U+0442><U+0440><U+0430><U+043B><U+044C><U+043D><U+043E><U+0430><U+0444><U+0440><U+0438><U+043A><U+0430><U+043D><U+0441><U+043A><U+0430><U+044F> <U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430>","<U+4E2D><U+975E><U+5171><U+548C><U+56FD>","<U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0651><U+0629> <U+0623><U+0641><U+0631><U+064A><U+0642><U+064A><U+0627> <U+0627><U+0644><U+0648><U+0633><U+0637><U+0649>","the Central African Republic","la República Centroafricana","la République centrafricaine","<U+0426><U+0435><U+043D><U+0442><U+0440><U+0430><U+043B><U+044C><U+043D><U+043E><U+0430><U+0444><U+0440><U+0438><U+043A><U+0430><U+043D><U+0441><U+043A><U+0430><U+044F> <U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430>","<U+4E2D><U+975E><U+5171><U+548C><U+56FD>","<U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0651><U+0629> <U+0623><U+0641><U+0631><U+064A><U+0642><U+064A><U+0627> <U+0627><U+0644><U+0648><U+0633><U+0637><U+0649>","Cent Afr Rep","140"
"LKA",NA,"Sri Lanka",NA,"Sri Lanka","Sri Lanka","Sri Lanka","<U+0428><U+0440><U+0438>-<U+041B><U+0430><U+043D><U+043A><U+0430>","<U+65AF><U+91CC><U+5170><U+5361>","<U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0651><U+0629> <U+0633><U+0631><U+064A> <U+0644><U+0627><U+0646><U+0643><U+0627> <U+0627><U+0644><U+0627><U+0634><U+062A><U+0631><U+0627><U+0643><U+064A><U+0651><U+0629> <U+0627><U+0644><U+062F><U+064A><U+0645><U+0642><U+0631><U+0627><U+0637><U+064A><U+0651><U+0629>","the Democratic Socialist Republic of Sri Lanka","la República Socialista Democrática de Sri Lanka","la République socialiste démocratique de Sri Lanka","<U+0414><U+0435><U+043C><U+043E><U+043A><U+0440><U+0430><U+0442><U+0438><U+0447><U+0435><U+0441><U+043A><U+0430><U+044F> <U+0421><U+043E><U+0446><U+0438><U+0430><U+043B><U+0438><U+0441><U+0442><U+0438><U+0447><U+0435><U+0441><U+043A><U+0430><U+044F> <U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430> <U+0428><U+0440><U+0438>-<U+041B><U+0430><U+043D><U+043A><U+0430>","<U+65AF><U+91CC><U+5170><U+5361><U+6C11><U+4E3B><U+793E><U+4F1A><U+4E3B><U+4E49><U+5171><U+548C><U+56FD>","<U+0633><U+0631><U+064A> <U+0644><U+0627><U+0646><U+0643><U+0627>","Sri Lanka","144"
"TCD",NA,"Chad",NA,"Chad","Chad","Tchad","<U+0427><U+0430><U+0434>","<U+4E4D><U+5F97>","<U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0651><U+0629> <U+062A><U+0634><U+0627><U+062F>","the Republic of Chad","la República del Chad","la République du Tchad","<U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430> <U+0427><U+0430><U+0434>","<U+4E4D><U+5F97><U+5171><U+548C><U+56FD>","<U+062A><U+0634><U+0627><U+062F>","Chad","148"
"CHL",NA,"Chile",NA,"Chile","Chile","Chili","<U+0427><U+0438><U+043B><U+0438>","<U+667A><U+5229>","<U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0651><U+0629> <U+0634><U+064A><U+0644><U+064A>","the Republic of Chile","la República de Chile","la République du Chili","<U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430> <U+0427><U+0438><U+043B><U+0438>","<U+667A><U+5229><U+5171><U+548C><U+56FD>","<U+0634><U+064A><U+0644><U+064A>","Chile","152"
"CHN",NA,"China",NA,"China","China","Chine","<U+041A><U+0438><U+0442><U+0430><U+0439>","<U+4E2D><U+56FD>","<U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0651><U+0629> <U+0627><U+0644><U+0635><U+064A><U+0646> <U+0627><U+0644><U+0634><U+0639><U+0628><U+064A><U+0651><U+0629>","the People's Republic of China","la República Popular China","la République populaire de Chine","<U+041A><U+0438><U+0442><U+0430><U+0439><U+0441><U+043A><U+0430><U+044F> <U+041D><U+0430><U+0440><U+043E><U+0434><U+043D><U+0430><U+044F> <U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430>","<U+4E2D><U+534E><U+4EBA><U+6C11><U+5171><U+548C><U+56FD>","<U+0627><U+0644><U+0635><U+064A><U+0646>","China","156"
"CXR",NA,"Christmas Island",NA,"Christmas Island","Isla de Navidad","Île Christmas","<U+043E><U+0441><U+0442><U+0440><U+043E><U+0432> <U+0420><U+043E><U+0436><U+0434><U+0435><U+0441><U+0442><U+0432><U+0430>","<U+5723><U+8BDE><U+5C9B>","<U+062C><U+0632><U+0631> <U+0643><U+0631><U+064A><U+0633><U+0645><U+0627><U+0633>","Christmas Island","la Isla de Navidad","l'Île Christmas","<U+043E><U+0441><U+0442><U+0440><U+043E><U+0432> <U+0420><U+043E><U+0436><U+0434><U+0435><U+0441><U+0442><U+0432><U+0430>","<U+5723><U+8BDE><U+5C9B>","<U+062C><U+0632><U+0631> <U+0643><U+0631><U+064A><U+0633><U+0645><U+0627><U+0633>","Christmas Is","162"
"CCK",NA,"Cocos (Keeling) Islands",NA,"Cocos (Keeling) Islands","Islas Cocos (Keeling)","Îles des Cocos (Keeling)","<U+041A><U+043E><U+043A><U+043E><U+0441><U+043E><U+0432><U+044B><U+0435> <U+043E><U+0441><U+0442><U+0440><U+043E><U+0432><U+0430> (<U+041A><U+0438><U+043B><U+0438><U+043D><U+0433>)","<U+53EF><U+53EF><U+7FA4><U+5C9B>","<U+062C><U+0632><U+0631> <U+0643><U+0648><U+0643><U+0648><U+0633> - <U+0643><U+064A><U+0644><U+0646><U+063A>","the Cocos (Keeling) Islands","las Islas Cocos (Keeling)","les Îles des Cocos (Keeling)","<U+041A><U+043E><U+043A><U+043E><U+0441><U+043E><U+0432><U+044B><U+0435> <U+043E><U+0441><U+0442><U+0440><U+043E><U+0432><U+0430> (<U+041A><U+0438><U+043B><U+0438><U+043D><U+0433>)","<U+53EF><U+53EF><U+7FA4><U+5C9B>","<U+062C><U+0632><U+0631> <U+0643><U+0648><U+0643><U+0648><U+0633> - <U+0643><U+064A><U+0644><U+0646><U+063A>","Cocos Is","166"
"COL",NA,"Colombia",NA,"Colombia","Colombia","Colombie","<U+041A><U+043E><U+043B><U+0443><U+043C><U+0431><U+0438><U+044F>","<U+54E5><U+4F26><U+6BD4><U+4E9A>","<U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0651><U+0629> <U+0643><U+0648><U+0644><U+0648><U+0645><U+0628><U+064A><U+0627>","the Republic of Colombia","la República de Colombia","la République de Colombie","<U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430> <U+041A><U+043E><U+043B><U+0443><U+043C><U+0431><U+0438><U+044F>","<U+54E5><U+4F26><U+6BD4><U+4E9A><U+5171><U+548C><U+56FD>","<U+0643><U+0648><U+0644><U+0648><U+0645><U+0628><U+064A><U+0627>","Colombia","170"
"COM",NA,"Comoros",NA,"Comoros","Comoras","Comores","<U+041A><U+043E><U+043C><U+043E><U+0440><U+0441><U+043A><U+0438><U+0435> <U+041E><U+0441><U+0442><U+0440><U+043E><U+0432><U+0430>","<U+79D1><U+6469><U+7F57>","<U+0627><U+062A><U+062D><U+0627><U+062F> <U+062C><U+0632><U+0631> <U+0627><U+0644><U+0642><U+0645><U+0631>","the Union of the Comoros","la Unión de las Comoras","l'Union des Comores","<U+0421><U+043E><U+044E><U+0437> <U+041A><U+043E><U+043C><U+043E><U+0440><U+0441><U+043A><U+0438><U+0445> <U+041E><U+0441><U+0442><U+0440><U+043E><U+0432><U+043E><U+0432>","<U+79D1><U+6469><U+7F57><U+8054><U+76DF>","<U+062C><U+0632><U+0631> <U+0627><U+0644><U+0642><U+0645><U+0631>","Comoros","174"
"COG",NA,"Congo",NA,"Congo","Congo","Congo","<U+041A><U+043E><U+043D><U+0433><U+043E>","<U+521A><U+679C>","<U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0651><U+0629> <U+0627><U+0644><U+0643><U+0648><U+0646><U+063A><U+0648>","the Republic of the Congo","la República del Congo","la République du Congo","<U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430> <U+041A><U+043E><U+043D><U+0433><U+043E>","<U+521A><U+679C><U+5171><U+548C><U+56FD>","<U+0627><U+0644><U+0643><U+0648><U+0646><U+063A><U+0648>","Congo","178"
"COK",NA,"Cook Islands",NA,"Cook Islands","Islas Cook","Îles Cook","<U+041E><U+0441><U+0442><U+0440><U+043E><U+0432><U+0430> <U+041A><U+0443><U+043A><U+0430>","<U+5E93><U+514B><U+7FA4><U+5C9B>","<U+062C><U+0632><U+0631> <U+0643><U+0648><U+0643>","the Cook Islands","las Islas Cook","les Îles Cook","<U+041E><U+0441><U+0442><U+0440><U+043E><U+0432><U+0430> <U+041A><U+0443><U+043A><U+0430>","<U+5E93><U+514B><U+7FA4><U+5C9B>","<U+062C><U+0632><U+0631> <U+0643><U+0648><U+0643>","Cook Is","184"
"CRI",NA,"Costa Rica",NA,"Costa Rica","Costa Rica","Costa Rica","<U+041A><U+043E><U+0441><U+0442><U+0430>-<U+0420><U+0438><U+043A><U+0430>","<U+54E5><U+65AF><U+8FBE><U+9ECE><U+52A0>","<U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0651><U+0629> <U+0643><U+0648><U+0633><U+062A><U+0627><U+0631><U+064A><U+0643><U+0627>","the Republic of Costa Rica","la República de Costa Rica","la République du Costa Rica","<U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430> <U+041A><U+043E><U+0441><U+0442><U+0430>-<U+0420><U+0438><U+043A><U+0430>","<U+54E5><U+65AF><U+8FBE><U+9ECE><U+52A0><U+5171><U+548C><U+56FD>","<U+0643><U+0648><U+0633><U+062A><U+0627><U+0631><U+064A><U+0643><U+0627>","Costa Rica","188"
"CUB",NA,"Cuba",NA,"Cuba","Cuba","Cuba","<U+041A><U+0443><U+0431><U+0430>","<U+53E4><U+5DF4>","<U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0651><U+0629> <U+0643><U+0648><U+0628><U+0627>","the Republic of Cuba","la República de Cuba","la République de Cuba","<U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430> <U+041A><U+0443><U+0431><U+0430>","<U+53E4><U+5DF4><U+5171><U+548C><U+56FD>","<U+0643><U+0648><U+0628><U+0627>","Cuba","192"
"CYP",NA,"Cyprus",NA,"Cyprus","Chipre","Chypre","<U+041A><U+0438><U+043F><U+0440>","<U+585E><U+6D66><U+8DEF><U+65AF>","<U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0651><U+0629> <U+0642><U+0628><U+0631><U+0635>","the Republic of Cyprus","la República de Chipre","la République de Chypre","<U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430> <U+041A><U+0438><U+043F><U+0440>","<U+585E><U+6D66><U+8DEF><U+65AF><U+5171><U+548C><U+56FD>","<U+0642><U+0628><U+0631><U+0635>","Cyprus","196"
"CSK",NA,"Czechoslovakia",NA,"Czechoslovakia","Checoslovaquia","Tchécoslovaquie",NA,NA,NA,"Czechoslovakia","Checoslovaquia","Tchécoslovaquie",NA,NA,NA,"Czechoslovak","200"
"AZE",NA,"Azerbaijan",NA,"Azerbaijan","Azerbaiyán","Azerbaïdjan","<U+0410><U+0437><U+0435><U+0440><U+0431><U+0430><U+0439><U+0434><U+0436><U+0430><U+043D>","<U+963F><U+585E><U+62DC><U+7586>","<U+0627><U+0644><U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0651><U+0629> <U+0627><U+0644><U+0623><U+0630><U+0631><U+0628><U+064A><U+062C><U+0627><U+0646><U+064A><U+0651><U+0629>","the Republic of Azerbaijan","la República de Azerbaiyán","la République d'Azerbaïdjan","<U+0410><U+0437><U+0435><U+0440><U+0431><U+0430><U+0439><U+0434><U+0436><U+0430><U+043D><U+0441><U+043A><U+0430><U+044F> <U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430>","<U+963F><U+585E><U+62DC><U+7586><U+5171><U+548C><U+56FD>","<U+0623><U+0630><U+0631><U+0628><U+064A><U+062C><U+0627><U+0646>","Azerbaijan","031"
"BEN",NA,"Benin",NA,"Benin","Benin","Bénin","<U+0411><U+0435><U+043D><U+0438><U+043D>","<U+8D1D><U+5B81>","<U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0651><U+0629> <U+0628><U+0646><U+0646>","the Republic of Benin","la República de Benin","la République du Bénin","<U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430> <U+0411><U+0435><U+043D><U+0438><U+043D>","<U+8D1D><U+5B81><U+5171><U+548C><U+56FD>","<U+0628><U+0646><U+0646>","Benin","204"
"DNK",NA,"Denmark",NA,"Denmark","Dinamarca","Danemark","<U+0414><U+0430><U+043D><U+0438><U+044F>","<U+4E39><U+9EA6>","<U+0645><U+0645><U+0644><U+0643><U+0629> <U+0627><U+0644><U+062F><U+0627><U+0646><U+0645><U+0631><U+0643>","the Kingdom of Denmark","el Reino de Dinamarca","le Royaume du Danemark","<U+041A><U+043E><U+0440><U+043E><U+043B><U+0435><U+0432><U+0441><U+0442><U+0432><U+043E> <U+0414><U+0430><U+043D><U+0438><U+044F>","<U+4E39><U+9EA6><U+738B><U+56FD>","<U+0627><U+0644><U+062F><U+0627><U+0646><U+0645><U+0631><U+0643>","Denmark","208"
"DMA",NA,"Dominica",NA,"Dominica","Dominica","Dominique","<U+0414><U+043E><U+043C><U+0438><U+043D><U+0438><U+043A><U+0430>","<U+591A><U+7C73><U+5C3C><U+514B>","<U+0643><U+0648><U+0645><U+0646><U+0648><U+0644><U+062B> <U+062F><U+0648><U+0645><U+064A><U+0646><U+064A><U+0643><U+0627>","the Commonwealth of Dominica","el Commonwealth de Dominica","le Commonwealth de la Dominique","<U+0421><U+043E><U+0434><U+0440><U+0443><U+0436><U+0435><U+0441><U+0442><U+0432><U+043E> <U+0414><U+043E><U+043C><U+0438><U+043D><U+0438><U+043A><U+0438>","<U+591A><U+7C73><U+5C3C><U+514B><U+56FD>","<U+062F><U+0648><U+0645><U+064A><U+0646><U+064A><U+0643><U+0627>","Dominica","212"
"DOM",NA,"Dominican Republic",NA,"Dominican Republic","República Dominicana","République dominicaine","<U+0414><U+043E><U+043C><U+0438><U+043D><U+0438><U+043A><U+0430><U+043D><U+0441><U+043A><U+0430><U+044F> <U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430>","<U+591A><U+7C73><U+5C3C><U+52A0><U+5171><U+548C><U+56FD>","<U+0627><U+0644><U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0651><U+0629> <U+0627><U+0644><U+062F><U+0648><U+0645><U+064A><U+0646><U+064A><U+0643><U+064A><U+0651><U+0629>","the Dominican Republic","la República Dominicana","la République dominicaine","<U+0414><U+043E><U+043C><U+0438><U+043D><U+0438><U+043A><U+0430><U+043D><U+0441><U+043A><U+0430><U+044F> <U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430>","<U+591A><U+7C73><U+5C3C><U+52A0><U+5171><U+548C><U+56FD>","<U+0627><U+0644><U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0651><U+0629> <U+0627><U+0644><U+062F><U+0648><U+0645><U+064A><U+0646><U+064A><U+0643><U+064A><U+0651><U+0629>","Dominican Rp","214"
"BLR",NA,"Belarus",NA,"Belarus","Belarús","Bélarus","<U+0411><U+0435><U+043B><U+0430><U+0440><U+0443><U+0441><U+044C>","<U+767D><U+4FC4><U+7F57><U+65AF>","<U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0651><U+0629> <U+0628><U+064A><U+0644><U+0627><U+0631><U+0648><U+0633>","the Republic of Belarus","la República de Belarús","la République du Bélarus","<U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430> <U+0411><U+0435><U+043B><U+0430><U+0440><U+0443><U+0441><U+044C>","<U+767D><U+4FC4><U+7F57><U+65AF><U+5171><U+548C><U+56FD>","<U+0628><U+064A><U+0644><U+0627><U+0631><U+0648><U+0633>","Belarus","112"
"ECU",NA,"Ecuador",NA,"Ecuador","Ecuador","Équateur","<U+042D><U+043A><U+0432><U+0430><U+0434><U+043E><U+0440>","<U+5384><U+74DC><U+591A><U+5C14>","<U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0651><U+0629> <U+0625><U+0643><U+0648><U+0627><U+062F><U+0648><U+0631>","the Republic of Ecuador","la República del Ecuador","la République de l'Équateur","<U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430> <U+042D><U+043A><U+0432><U+0430><U+0434><U+043E><U+0440>","<U+5384><U+74DC><U+591A><U+5C14><U+5171><U+548C><U+56FD>","<U+0625><U+0643><U+0648><U+0627><U+062F><U+0648><U+0631>","Ecuador","218"
"EGY",NA,"Egypt",NA,"Egypt","Egipto","Égypte","<U+0415><U+0433><U+0438><U+043F><U+0435><U+0442>","<U+57C3><U+53CA>","<U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0651><U+0629> <U+0645><U+0635><U+0631> <U+0627><U+0644><U+0639><U+0631><U+0628><U+064A><U+0651><U+0629>","the Arab Republic of Egypt","la República Árabe de Egipto","la République arabe d'Égypte","<U+0410><U+0440><U+0430><U+0431><U+0441><U+043A><U+0430><U+044F> <U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430> <U+0415><U+0433><U+0438><U+043F><U+0435><U+0442>","<U+963F><U+62C9><U+4F2F><U+57C3><U+53CA><U+5171><U+548C><U+56FD>","<U+0645><U+0635><U+0631>","Egypt","818"
"SLV",NA,"El Salvador",NA,"El Salvador","El Salvador","El Salvador","<U+0421><U+0430><U+043B><U+044C><U+0432><U+0430><U+0434><U+043E><U+0440>","<U+8428><U+5C14><U+74E6><U+591A>","<U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0651><U+0629> <U+0627><U+0644><U+0633><U+0644><U+0641><U+0627><U+062F><U+0648><U+0631>","the Republic of El Salvador","la República de El Salvador","la République d'El Salvador","<U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430> <U+042D><U+043B><U+044C>-<U+0421><U+0430><U+043B><U+044C><U+0432><U+0430><U+0434><U+043E><U+0440>","<U+8428><U+5C14><U+74E6><U+591A><U+5171><U+548C><U+56FD>","<U+0627><U+0644><U+0633><U+0644><U+0641><U+0627><U+062F><U+0648><U+0631>","El Salvador","222"
"GNQ",NA,"Equatorial Guinea",NA,"Equatorial Guinea","Guinea Ecuatorial","Guinée équatoriale","<U+042D><U+043A><U+0432><U+0430><U+0442><U+043E><U+0440><U+0438><U+0430><U+043B><U+044C><U+043D><U+0430><U+044F> <U+0413><U+0432><U+0438><U+043D><U+0435><U+044F>","<U+8D64><U+9053><U+51E0><U+5185><U+4E9A>","<U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0651><U+0629> <U+063A><U+064A><U+0646><U+064A><U+0627> <U+0627><U+0644><U+0627><U+0633><U+062A><U+0648><U+0627><U+0626><U+064A><U+0651><U+0629>","the Republic of Equatorial Guinea","la República de Guinea Ecuatorial","la République de Guinée équatoriale","<U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430> <U+042D><U+043A><U+0432><U+0430><U+0442><U+043E><U+0440><U+0438><U+0430><U+043B><U+044C><U+043D><U+0430><U+044F> <U+0413><U+0432><U+0438><U+043D><U+0435><U+044F>","<U+8D64><U+9053><U+51E0><U+5185><U+4E9A><U+5171><U+548C><U+56FD>","<U+063A><U+064A><U+0646><U+064A><U+0627> <U+0627><U+0644><U+0627><U+0633><U+062A><U+0648><U+0627><U+0626><U+064A><U+0651><U+0629>","Eq Guinea","226"
NA,NA,"Ethiopia PDR",NA,"Ethiopia PDR","Etiopía RDP","Éthiopie RDP",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia PDR","230"
"EST",NA,"Estonia",NA,"Estonia","Estonia","Estonie","<U+042D><U+0441><U+0442><U+043E><U+043D><U+0438><U+044F>","<U+7231><U+6C99><U+5C3C><U+4E9A>","<U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0651><U+0629> <U+0625><U+0633><U+062A><U+0648><U+0646><U+064A><U+0627>","the Republic of Estonia","la República de Estonia","la République d'Estonie","<U+042D><U+0441><U+0442><U+043E><U+043D><U+0441><U+043A><U+0430><U+044F> <U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430>","<U+7231><U+6C99><U+5C3C><U+4E9A><U+5171><U+548C><U+56FD>","<U+0625><U+0633><U+062A><U+0648><U+0646><U+064A><U+0627>","Estonia","233"
"FRO",NA,"Faroe Islands",NA,"Faroe Islands","Islas Feroe","Îles Féroé","<U+0424><U+0430><U+0440><U+0435><U+0440><U+0441><U+043A><U+0438><U+0435> <U+043E><U+0441><U+0442><U+0440><U+043E><U+0432><U+0430>","<U+6CD5><U+7F57><U+7FA4><U+5C9B>","<U+062C><U+0632><U+0631> <U+0641><U+0627><U+0631><U+0627><U+0648>","the Faroe Islands","las Islas Feroe","les Îles Féroé","<U+0424><U+0430><U+0440><U+0435><U+0440><U+0441><U+043A><U+0438><U+0435> <U+043E><U+0441><U+0442><U+0440><U+043E><U+0432><U+0430>","<U+6CD5><U+7F57><U+7FA4><U+5C9B>","<U+062C><U+0632><U+0631> <U+0641><U+0627><U+0631><U+0627><U+0648>","Faroe Is","234"
"FLK",NA,"Falkland Is.(Malvinas)",NA,"Falkland Is.(Malvinas)","Islas Malvinas(Falkland)","Îles Falkland(Malvinas)","<U+0424><U+043E><U+043B><U+043A><U+043B><U+0435><U+043D><U+0434><U+0441><U+043A><U+0438><U+0435> (<U+041C><U+0430><U+043B><U+044C><U+0432><U+0438><U+043D><U+0441><U+043A><U+0438><U+0435>) <U+043E><U+0441><U+0442><U+0440><U+043E><U+0432><U+0430>","<U+798F><U+514B><U+5170><U+7FA4><U+5C9B>","<U+062C><U+0632><U+0631> <U+0641><U+0648><U+0643><U+0644><U+0627><U+0646><U+062F> - <U+0645><U+0627><U+0644><U+0641><U+064A><U+0646><U+0627><U+0633>","the Falkland Islands (Malvinas)","las Islas Malvinas (Falkland Islands)","les Îles Falkland (Malvinas)","<U+0424><U+043E><U+043B><U+043A><U+043B><U+0435><U+043D><U+0434><U+0441><U+043A><U+0438><U+0435> (<U+041C><U+0430><U+043B><U+044C><U+0432><U+0438><U+043D><U+0441><U+043A><U+0438><U+0435>) <U+043E><U+0441><U+0442><U+0440><U+043E><U+0432><U+0430>","<U+798F><U+514B><U+5170><U+7FA4><U+5C9B>(<U+9A6C><U+5C14><U+7EF4><U+7EB3><U+65AF>)","<U+062C><U+0632><U+0631> <U+0641><U+0648><U+0643><U+0644><U+0627><U+0646><U+062F> - <U+0645><U+0627><U+0644><U+0641><U+064A><U+0646><U+0627><U+0633>","Falkland Is","238"
"FJI",NA,"Fiji",NA,"Fiji","Fiji","Fidji","<U+0424><U+0438><U+0434><U+0436><U+0438>","<U+6590><U+6D4E>","<U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0651><U+0629> <U+0641><U+064A><U+062C><U+064A>","the Republic of Fiji","la República de Fiji","la République des Fidji","<U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430> <U+0424><U+0438><U+0434><U+0436><U+0438>","<U+6590><U+6D4E><U+5171><U+548C><U+56FD>","<U+0641><U+064A><U+062C><U+064A>","Fiji","242"
